p_sigma,p_mu,p_sig_scalar,distance,rounds,shots,errors,ler_shot,mu_out,sigma_out,ler_round,noise_model
0.00863069932972596,0.0143844988828766,0.6,5,3,50000,16324,0.32648,0.016010993061224492,0.008133621190675963,0.1088266667,heterogeneous-sig-scalar
0.0,0.0183298071083244,0.0,5,3,50000,19758,0.39516,0.018329807108324405,3.469446951953614e-18,0.13172,heterogeneous-sig-scalar
0.00018329807108324403,0.0183298071083244,0.01,5,3,50000,19646,0.39292,0.01836126530612245,0.00016028504908318858,0.1309733333,heterogeneous-sig-scalar
0.00549894213249732,0.0183298071083244,0.3,5,3,50000,19358,0.38716,0.01822488775510204,0.006092012327517532,0.1290533333,heterogeneous-sig-scalar
0.01099788426499464,0.0183298071083244,0.6,5,3,50000,19783,0.39566,0.0196222,0.00939295965866924,0.1318866667,heterogeneous-sig-scalar
0.0,0.0233572146909012,0.0,5,3,50000,22667,0.45334,0.0233572146909012,0.0,0.1511133333,heterogeneous-sig-scalar
0.016496826397491962,0.0183298071083244,0.9,5,3,50000,20838,0.41676,0.021137564285714283,0.014814234661170607,0.13892,heterogeneous-sig-scalar
0.00023357214690901198,0.0233572146909012,0.01,5,3,50000,22775,0.4555,0.023349979591836732,0.00022745149649315623,0.1518333333,heterogeneous-sig-scalar
0.0070071644072703596,0.0233572146909012,0.3,5,3,50000,22602,0.45204,0.02353166326530612,0.0075111536160265375,0.15068,heterogeneous-sig-scalar
0.014014328814540719,0.0233572146909012,0.6,5,3,50000,23828,0.47656,0.027651383673469386,0.01388015161677391,0.1588533333,heterogeneous-sig-scalar
0.02102149322181108,0.0233572146909012,0.9,5,3,50000,22014,0.44028,0.02433106632653061,0.013448464683981164,0.14676,heterogeneous-sig-scalar
0.0,0.0297635144163132,0.0,5,3,50000,24258,0.48516,0.029763514416313204,3.469446951953614e-18,0.16172,heterogeneous-sig-scalar
0.000297635144163132,0.0297635144163132,0.01,5,3,50000,24376,0.48752,0.029796489795918365,0.00032593401876722546,0.1625066667,heterogeneous-sig-scalar
0.00892905432489396,0.0297635144163132,0.3,5,3,50000,24765,0.4953,0.033480020408163266,0.00782787424551935,0.1651,heterogeneous-sig-scalar
0.01785810864978792,0.0297635144163132,0.6,5,3,50000,24312,0.48624,0.031149536734693877,0.01634349871877155,0.16208,heterogeneous-sig-scalar
0.02678716297468188,0.0297635144163132,0.9,5,3,50000,24514,0.49028,0.0402683612244898,0.022946189038703685,0.1634266667,heterogeneous-sig-scalar
0.0,0.0379269019073225,0.0,5,3,50000,24901,0.49802,0.0379269019073225,0.0,0.1660066667,heterogeneous-sig-scalar
0.000379269019073225,0.0379269019073225,0.01,5,3,50000,24838,0.49676,0.03790989795918367,0.0003517038552995536,0.1655866667,heterogeneous-sig-scalar
0.01137807057219675,0.0379269019073225,0.3,5,3,50000,24874,0.49748,0.03742797959183674,0.010034485981750678,0.1658266667,heterogeneous-sig-scalar
0.0227561411443935,0.0379269019073225,0.6,5,3,50000,24686,0.49372,0.038110889795918375,0.018686970299073825,0.1645733333,heterogeneous-sig-scalar
0.03413421171659025,0.0379269019073225,0.9,5,3,50000,24929,0.49858,0.04467653265306122,0.023774980257854742,0.1661933333,heterogeneous-sig-scalar
0.0,0.0483293023857175,0.0,5,3,50000,24979,0.49958,0.0483293023857175,0.0,0.1665266667,heterogeneous-sig-scalar
0.000483293023857175,0.0483293023857175,0.01,5,3,50000,24980,0.4996,0.048315040816326524,0.0004391673456869274,0.1665333333,heterogeneous-sig-scalar
0.014498790715715248,0.0483293023857175,0.3,5,3,50000,24973,0.49946,0.04879589795918367,0.012470137424974551,0.1664866667,heterogeneous-sig-scalar
0.043496372147145745,0.0483293023857175,0.9,5,3,50000,24933,0.49866,0.05924236326530613,0.03636574206341364,0.16622,heterogeneous-sig-scalar
0.028997581431430497,0.0483293023857175,0.6,5,3,50000,24859,0.49718,0.05430420816326531,0.024769261064965648,0.1657266667,heterogeneous-sig-scalar
0.0,0.0615848211066026,0.0,5,3,50000,25112,0.50224,0.06158482110660259,6.938893903907228e-18,0.1674133333,heterogeneous-sig-scalar
