p,p_defect,defect_coordinate,defect_type,distance,rounds,shots,errors,ler_shot,ler_round,noise_model
0.0042813323987194,0.25,"(8, 8)",center data,15,3,50000,140,0.0028,0.0009333333333,homogeneous
0.0042813323987194,0.5,"(8, 8)",center data,15,3,50000,161,0.00322,0.001073333333,homogeneous
0.0042813323987194,0.75,"(8, 8)",center data,15,3,50000,133,0.00266,0.0008866666667,homogeneous
0.00545559478116852,0.0,"(8, 8)",center data,15,3,50000,451,0.00902,0.003006666667,homogeneous
0.00545559478116852,0.05,"(8, 8)",center data,15,3,50000,508,0.01016,0.003386666667,homogeneous
0.00545559478116852,0.25,"(8, 8)",center data,15,3,50000,567,0.01134,0.00378,homogeneous
0.00545559478116852,0.5,"(8, 8)",center data,15,3,50000,547,0.01094,0.003646666667,homogeneous
0.00545559478116852,0.75,"(8, 8)",center data,15,3,50000,624,0.01248,0.00416,homogeneous
0.0069519279617756,0.0,"(8, 8)",center data,15,3,50000,1759,0.03518,0.01172666667,homogeneous
0.0069519279617756,0.05,"(8, 8)",center data,15,3,50000,1879,0.03758,0.01252666667,homogeneous
0.0069519279617756,0.25,"(8, 8)",center data,15,3,50000,2137,0.04274,0.01424666667,homogeneous
0.0069519279617756,0.5,"(8, 8)",center data,15,3,50000,2144,0.04288,0.01429333333,homogeneous
0.0069519279617756,0.75,"(8, 8)",center data,15,3,50000,2155,0.0431,0.01436666667,homogeneous
0.00885866790410082,0.0,"(8, 8)",center data,15,3,50000,5496,0.10992,0.03664,homogeneous
0.00885866790410082,0.05,"(8, 8)",center data,15,3,50000,5732,0.11464,0.03821333333,homogeneous
0.00885866790410082,0.25,"(8, 8)",center data,15,3,50000,6186,0.12372,0.04124,homogeneous
0.00885866790410082,0.5,"(8, 8)",center data,15,3,50000,6165,0.1233,0.0411,homogeneous
0.00885866790410082,0.75,"(8, 8)",center data,15,3,50000,6251,0.12502,0.04167333333,homogeneous
0.0112883789168469,0.0,"(8, 8)",center data,15,3,50000,12392,0.24784,0.08261333333,homogeneous
0.0112883789168469,0.05,"(8, 8)",center data,15,3,50000,12798,0.25596,0.08532,homogeneous
0.0112883789168469,0.25,"(8, 8)",center data,15,3,50000,13402,0.26804,0.08934666667,homogeneous
0.0112883789168469,0.5,"(8, 8)",center data,15,3,50000,13436,0.26872,0.08957333333,homogeneous
0.0112883789168469,0.75,"(8, 8)",center data,15,3,50000,13411,0.26822,0.08940666667,homogeneous
0.0143844988828766,0.0,"(8, 8)",center data,15,3,50000,20193,0.40386,0.13462,homogeneous
0.0143844988828766,0.05,"(8, 8)",center data,15,3,50000,20276,0.40552,0.1351733333,homogeneous
0.0143844988828766,0.25,"(8, 8)",center data,15,3,50000,20584,0.41168,0.1372266667,homogeneous
0.0143844988828766,0.5,"(8, 8)",center data,15,3,50000,20518,0.41036,0.1367866667,homogeneous
0.0143844988828766,0.75,"(8, 8)",center data,15,3,50000,20797,0.41594,0.1386466667,homogeneous
0.0183298071083244,0.0,"(8, 8)",center data,15,3,50000,23805,0.4761,0.1587,homogeneous
0.0183298071083244,0.05,"(8, 8)",center data,15,3,50000,24030,0.4806,0.1602,homogeneous
0.0183298071083244,0.25,"(8, 8)",center data,15,3,50000,24167,0.48334,0.1611133333,homogeneous
0.0183298071083244,0.5,"(8, 8)",center data,15,3,50000,24180,0.4836,0.1612,homogeneous
0.0183298071083244,0.75,"(8, 8)",center data,15,3,50000,24151,0.48302,0.1610066667,homogeneous
0.0233572146909012,0.0,"(8, 8)",center data,15,3,50000,25010,0.5002,0.1667333333,homogeneous
0.0233572146909012,0.05,"(8, 8)",center data,15,3,50000,25159,0.50318,0.1677266667,homogeneous
0.0233572146909012,0.25,"(8, 8)",center data,15,3,50000,24861,0.49722,0.16574,homogeneous
0.0233572146909012,0.5,"(8, 8)",center data,15,3,50000,25018,0.50036,0.1667866667,homogeneous
0.0233572146909012,0.75,"(8, 8)",center data,15,3,50000,24800,0.496,0.1653333333,homogeneous
0.0297635144163132,0.0,"(8, 8)",center data,15,3,50000,24975,0.4995,0.1665,homogeneous
0.0297635144163132,0.05,"(8, 8)",center data,15,3,50000,25173,0.50346,0.16782,homogeneous
