p,p_defect,defect_coordinate,defect_type,distance,rounds,shots,errors,ler_shot,ler_round,noise_model
0.0615848211066026,0.5,"(3, 3)",center data,5,3,50000,25084,0.50168,0.1672266667,homogeneous-defect
0.0615848211066026,0.75,"(3, 3)",center data,5,3,50000,24990,0.4998,0.1666,homogeneous-defect
0.0784759970351461,0.0,"(3, 3)",center data,5,3,50000,25147,0.50294,0.1676466667,homogeneous-defect
0.0784759970351461,0.05,"(3, 3)",center data,5,3,50000,24984,0.49968,0.16656,homogeneous-defect
0.0784759970351461,0.25,"(3, 3)",center data,5,3,50000,24912,0.49824,0.16608,homogeneous-defect
0.0784759970351461,0.5,"(3, 3)",center data,5,3,50000,25176,0.50352,0.16784,homogeneous-defect
0.0784759970351461,0.75,"(3, 3)",center data,5,3,50000,25144,0.50288,0.1676266667,homogeneous-defect
0.1,0.0,"(3, 3)",center data,5,3,50000,25165,0.5033,0.1677666667,homogeneous-defect
0.1,0.05,"(3, 3)",center data,5,3,50000,24898,0.49796,0.1659866667,homogeneous-defect
0.1,0.25,"(3, 3)",center data,5,3,50000,25095,0.5019,0.1673,homogeneous-defect
0.1,0.5,"(3, 3)",center data,5,3,50000,25146,0.50292,0.16764,homogeneous-defect
0.1,0.75,"(3, 3)",center data,5,3,50000,24905,0.4981,0.1660333333,homogeneous-defect
0.001,0.25,"(4, 4)",center data,7,3,50000,18,0.00036,0.00012,homogeneous-defect
0.001,0.5,"(4, 4)",center data,7,3,50000,32,0.00064,0.0002133333333,homogeneous-defect
0.001,0.05,"(4, 4)",center data,7,3,50000,13,0.00026,8.666666667e-05,homogeneous-defect
0.001,0.75,"(4, 4)",center data,7,3,50000,37,0.00074,0.0002466666667,homogeneous-defect
0.00127427498570313,0.25,"(4, 4)",center data,7,3,50000,65,0.0013,0.0004333333333,homogeneous-defect
0.00127427498570313,0.5,"(4, 4)",center data,7,3,50000,64,0.00128,0.0004266666667,homogeneous-defect
0.00162377673918872,0.05,"(4, 4)",center data,7,3,50000,94,0.00188,0.0006266666667,homogeneous-defect
0.00127427498570313,0.0,"(4, 4)",center data,7,3,50000,29,0.00058,0.0001933333333,homogeneous-defect
0.001,0.0,"(4, 4)",center data,7,3,50000,6,0.00012,4e-05,homogeneous-defect
0.00127427498570313,0.75,"(4, 4)",center data,7,3,50000,80,0.0016,0.0005333333333,homogeneous-defect
0.00127427498570313,0.05,"(4, 4)",center data,7,3,50000,38,0.00076,0.0002533333333,homogeneous-defect
0.00162377673918872,0.0,"(4, 4)",center data,7,3,50000,53,0.00106,0.0003533333333,homogeneous-defect
0.00162377673918872,0.25,"(4, 4)",center data,7,3,50000,93,0.00186,0.00062,homogeneous-defect
0.00162377673918872,0.5,"(4, 4)",center data,7,3,50000,162,0.00324,0.00108,homogeneous-defect
0.00162377673918872,0.75,"(4, 4)",center data,7,3,50000,139,0.00278,0.0009266666667,homogeneous-defect
0.00206913808111479,0.0,"(4, 4)",center data,7,3,50000,103,0.00206,0.0006866666667,homogeneous-defect
0.00206913808111479,0.05,"(4, 4)",center data,7,3,50000,146,0.00292,0.0009733333333,homogeneous-defect
0.00206913808111479,0.25,"(4, 4)",center data,7,3,50000,222,0.00444,0.00148,homogeneous-defect
0.00206913808111479,0.5,"(4, 4)",center data,7,3,50000,262,0.00524,0.001746666667,homogeneous-defect
0.00206913808111479,0.75,"(4, 4)",center data,7,3,50000,268,0.00536,0.001786666667,homogeneous-defect
